HYBAS_ID,area,DIST_MAIN
1050040420,63821.2,0.0
1050040430,61610.8,0.0
1050040440,64129.7,0.0
1050040450,91741.5,0.0
1050040460,58964.8,0.0
1050040470,53358.0,0.0
1050040480,133724.5,0.0
1050040490,53601.7,0.0
1050040500,51946.6,0.0
1050040510,50197.1,0.0
1050040520,52431.0,0.0
1050040530,47584.0,0.0
1050040540,47306.6,0.0
1050040550,48974.3,1.0
1050040560,45607.6,0.0
1050040570,45570.3,0.0
1050040580,48625.8,0.0
1050040590,97314.8,0.0
1050040600,40502.8,0.0
1050040610,39028.9,0.0
1050040620,37739.1,0.0
1050040630,35150.2,0.0
1050040640,46267.9,0.0
1050040650,68959.3,0.0
1050040660,31900.0,0.0
1050040670,62699.9,0.0
1050040690,29700.2,0.0
1050040720,28057.9,0.0
1050040730,26958.8,0.0
1050040740,48908.3,0.0
1050040750,34051.0,0.0
1050040760,30377.5,0.0
1050040770,25136.2,0.0
1050040780,24791.5,0.0
1050040790,77669.7,0.0
1050040800,26940.8,1.0
1050040810,24276.4,0.0
1050040820,52298.8,0.0
1050040830,23263.0,0.0
1050040840,22211.4,0.0
1050040850,54256.8,0.0
1050040870,98432.9,0.0
1050040880,20638.9,0.0
1050040890,20633.4,0.0
1050040900,62220.1,0.0
1050040910,77392.9,0.0
1050040920,54894.2,0.0
1050040930,18576.6,0.0
1050040940,17999.8,0.0
1050040960,28467.8,0.0
1050040970,16948.8,0.0
1050040980,24616.4,0.0
1050040990,44501.8,0.0
