date,sro_sum,sp_mean,str_mean,tp_sum,ssro_sum,t2m_mean,streamflow
1990-01-01,2.7943984347108007e-6,46193.17796197642,-3.1143353875116687e6,0.0005049894255655045,2.3768157712520527e-5,159.07213017152918,NaN
1990-01-02,3.859557367469623e-5,46159.01610896012,-2.5988429752300666e6,0.004755884575270111,2.3740229662746282e-5,158.42632162234278,NaN
1990-01-03,0.002309134120376099,46132.233521981405,-2.019241587038645e6,0.025029113609717598,0.00012220819959216694,158.5444689308258,NaN
1990-01-04,0.003272588152058232,46205.5762912924,-1.428496483243829e6,0.021595532659388857,0.0008377744478156779,157.79817338913276,NaN
1990-01-05,4.069634437890578e-6,46223.14236377293,-2.8109764783916096e6,0.000579931695486977,2.396615733106139e-5,158.93941938902432,NaN
1990-01-06,2.9953028973412426e-8,46295.83783439628,-3.3975129325519926e6,5.964930167857633e-5,2.4183610072825244e-5,158.21667490856044,NaN
1990-01-07,1.0552557632909526e-8,46357.80537954247,-4.0373033153797034e6,2.5205254760593128e-5,2.4315107153836372e-5,158.4460680765826,NaN
1990-01-08,4.351306553167331e-6,46287.115973808046,-3.075186066719239e6,0.0008668859855175811,2.446141273640158e-5,159.05025464431785,NaN
1990-01-09,7.305056725479994e-5,46222.62562988557,-2.0183427009388963e6,0.009915067944157275,2.4553370213466444e-5,158.43723076085283,NaN
1990-01-10,0.0008678363328882861,46177.00707028238,-1.7548575995235557e6,0.02286418904870469,2.4727241927234473e-5,157.3763630200159,NaN
1990-01-11,0.0007341010912805182,46188.971978083144,-1.2564729962219358e6,0.014900500720604946,3.9032163948975735e-5,158.34806061042542,NaN
1990-01-12,0.0006347771718989589,46200.492881867336,-1.889353308148285e6,0.012623815456397083,2.4993523516281926e-5,158.17228350927687,NaN
1990-01-13,0.0004749176127476103,46134.29300296717,-2.610590222475827e6,0.0052482301731587334,2.509724334692346e-5,158.63507706514272,NaN
1990-01-14,4.367598078677071e-5,46167.238258451114,-2.760020327001383e6,0.003537232767734988,2.521103657780767e-5,158.64681971946766,NaN
1990-01-15,1.0576097953765896e-5,46160.729232909376,-2.5655869733103416e6,0.0009875807783648939,2.538638612574286e-5,158.52745764999628,NaN
