date,sro_sum,sp_mean,str_mean,tp_sum,ssro_sum,t2m_mean,streamflow
1990-01-01,0.0,8576.055422758895,-522445.1520958299,4.3356628158235595e-5,4.22477437509902e-5,25.304888891801134,NaN
1990-01-02,0.0,8589.631135127654,-475125.01070613315,2.640102623721974e-5,4.10211761646803e-5,25.299665419550408,NaN
1990-01-03,0.0,8602.292787501718,-440434.7121350467,0.0003543276937566818,4.0257700422181285e-5,25.260155336013554,NaN
1990-01-04,0.0,8609.28708491363,-486506.7506434091,0.00017905470719728567,4.025144242429194e-5,25.188806765076073,NaN
1990-01-05,0.0,8606.808188977047,-510396.09978136246,1.7790066099325077e-5,3.95004826775667e-5,25.21938521099047,NaN
1990-01-06,0.0,8601.646586429388,-510579.4502082619,4.918012284942775e-5,3.8749522930846355e-5,25.201696531214502,NaN
1990-01-07,0.0,8607.907073915621,-499316.05628124805,9.338896974306751e-6,3.8749522930846355e-5,25.143990645704484,NaN
1990-01-08,0.0,8599.905617805842,-592114.878757344,0.0,3.799230518623667e-5,25.1050884270866,NaN
1990-01-09,0.0,8577.584574676957,-643605.88072108,0.0,3.722882944373765e-5,25.174250577975986,NaN
1990-01-10,0.0,8580.221075052068,-600631.090203211,0.0,3.722882944373765e-5,25.30017292047964,NaN
1990-01-11,0.0,8583.711933305107,-584115.4479032705,2.4661079652660373e-5,3.64778696970124e-5,25.281579071135862,NaN
1990-01-12,0.0,8572.39575162395,-503476.6101744851,1.8642284834630066e-5,3.64528377054549e-5,25.34145281882418,NaN
1990-01-13,0.0,8561.531338834066,-453414.16841560014,0.00014596021297658707,3.569561996084517e-5,25.315967940071907,NaN
1990-01-14,0.0,8568.572986200661,-491717.7722931275,4.839892234208014e-5,3.494466021412483e-5,25.322124229329127,NaN
1990-01-15,0.0,8573.35029926106,-538033.1931235869,0.0,3.48883382331208e-5,25.290511087490348,NaN
1990-01-16,2.105378495154131e-6,8567.20029500241,-487159.3262752433,0.0004403485223507106,3.4124862490621695e-5,25.366269992995683,NaN
1990-01-17,0.0,8575.696295083297,-406577.35610983055,0.0003056446985028378,3.364925465103214e-5,25.297283195039313,NaN
1990-01-18,0.0,8580.966322164866,-615248.9470933657,0.0,3.289203690641756e-5,25.150287065815295,NaN
1990-01-19,0.0,8582.966457448567,-668565.4068823117,0.0,3.289203690641756e-5,25.20890380187367,NaN
1990-01-20,7.966752225652293e-6,8598.618705511,-470006.749183633,0.001475989585863308,3.2141077159697213e-5,25.241744035511488,NaN
1990-01-21,3.4696637600140076e-6,8594.207382438472,-444995.59920891037,0.0005316069452554227,3.1390117412976866e-5,25.18028870283774,NaN
