date,sro_sum,sp_mean,str_mean,tp_sum,ssro_sum,t2m_mean,streamflow
1990-01-01,9.688173753833709e-7,68478.60533308069,-5.797563548591299e6,0.0,5.429937675090931e-7,206.70299016270533,0.10487499833106995
1990-01-02,3.261222553544552e-5,68090.51779890504,-4.0514921438040235e6,0.007283734227988019,5.378027765573364e-7,201.7116229657951,0.1119583323597908
1990-01-03,6.908051398637592e-6,68870.70825973553,-5.025118337139438e6,0.0022352798076731213,5.378027765573364e-7,202.18053939735725,0.08608333021402359
1990-01-04,1.3788160312383511e-6,68825.56963287522,-5.865189941091799e6,6.197897161511172e-8,5.378027765573364e-7,202.82085923268724,0.07504166662693024
1990-01-05,1.6168537850415164e-6,68842.23731696725,-5.939132464666434e6,0.0,5.378027765573364e-7,204.19222960004822,0.06212500110268593
1990-01-06,2.528485099320834e-6,69079.17870315122,-6.092705166640999e6,0.0,5.378027765573364e-7,205.33455939010506,0.06850000470876694
1990-01-07,3.550058629665726e-6,68952.20043448106,-5.702248921819828e6,0.0,5.378027765573364e-7,206.00550885302053,0.0599166639149189
1990-01-08,4.744367521177521e-6,68698.90759090314,-5.082657836388079e6,0.0,5.378027765573364e-7,207.84134648413084,0.056999996304512024
1990-01-09,3.857642812058981e-6,68847.4575860786,-5.088170266426148e6,0.0,5.32139877337201e-7,210.60829499556124,0.056999996304512024
1990-01-10,2.2158514434925086e-6,68757.24718581981,-5.324085077994481e6,0.0,5.32139877337201e-7,212.51810032047732,0.054625000804662704
1990-01-11,1.0349252055001218e-6,68626.29617739898,-5.603143449350647e6,0.0,5.32139877337201e-7,211.91609676420185,0.051624998450279236
1990-01-12,5.020973338945492e-7,68476.87487780335,-5.43529028675354e6,0.0,5.32139877337201e-7,210.9983135464597,0.06208333000540733
1990-01-13,1.9733218268213208e-7,68500.54827698893,-5.461226784771916e6,1.7463505916768417e-6,5.32139877337201e-7,209.19926838220158,0.07212499529123306
1990-01-14,2.450419620458295e-6,68363.90998630218,-5.077866904843499e6,0.000387749197932956,5.278006232600118e-7,207.6908032181766,0.06925000250339508
1990-01-15,2.1618747409643076e-5,68408.20858811922,-4.954022389005149e6,0.0032052339288378925,5.278006232600118e-7,206.01638779278832,0.07433333247900009
1990-01-16,3.8082323204778004e-6,68396.38710087183,-5.2949886172416415e6,0.0004992131209461605,5.278006232600118e-7,205.7031283141149,0.056208331137895584
1990-01-17,5.823185971518352e-5,68098.15452045774,-3.2200548541133045e6,0.012441646124565909,5.278006232600118e-7,200.61356009842538,0.048625003546476364
1990-01-18,2.6168787649504315e-5,68290.63287176492,-3.4208981853211704e6,0.005637014996457364,5.220456443777979e-7,200.8420918477697,0.045625001192092896
1990-01-19,5.406282238191185e-6,68579.14033572206,-4.220453121101483e6,0.0006218545824899383,5.220456443777979e-7,201.85772291226365,0.04500000178813934
1990-01-20,5.116076918352148e-6,68726.11667324936,-4.721282098200223e6,0.00022742432571791314,5.220456443777979e-7,203.4232310985285,0.04262499883770943
1990-01-21,5.391536536625593e-6,68651.13677256147,-5.365189522730393e6,0.0,5.220456443777979e-7,206.28183629181115,0.06020833179354668
1990-01-22,5.1404259129493265e-6,68565.43404259409,-3.76114596796106e6,0.0,5.162906654955841e-7,206.85103507140062,0.06975000351667404
1990-01-23,5.545499008827944e-6,68468.74525072298,-4.9595609943400035e6,0.0,5.162906654955841e-7,208.2866890424648,0.07970833778381348
1990-01-24,2.518262238993434e-6,68773.37293520228,-6.007996476052751e6,0.0,5.10581726444428e-7,208.25647276126242,0.06616666913032532
1990-01-25,2.183912749560874e-6,68825.81638885743,-6.583696714774884e6,0.0,5.10581726444428e-7,208.0867778030334,0.07150000333786011
1990-01-26,1.7376694070913163e-6,68248.16617041526,-6.094106564053261e6,0.0,5.10581726444428e-7,208.9018964071347,0.05816666781902313
1990-01-27,7.283323307747065e-7,68586.47390620742,-5.922501058983661e6,0.0,5.10581726444428e-7,208.13696196460089,0.044499997049570084
1990-01-28,4.498058544020741e-7,68814.85147777041,-7.224911505278974e6,0.0,4.991638483421159e-7,208.2187620600555,0.0404166653752327
1990-01-29,4.2028347291132804e-7,68292.97283158942,-6.725188381905973e6,0.0,4.991638483421159e-7,208.76341638483493,0.03999999910593033
1990-01-30,2.9373685340495534e-7,67783.70771470956,-6.708677771699606e6,0.0,4.991638483421159e-7,209.2080191473852,0.051083337515592575
1990-01-31,1.5729258986328366e-5,67897.21076176202,-3.7764198549576146e6,0.0031933826187366724,4.923561505723364e-7,204.60160374940153,0.046875
1990-02-01,1.91725100606137e-5,67993.45226767242,-3.066719166996776e6,0.002416433278712092,4.923561505723364e-7,203.98141461352998,0.052125003188848495
1990-02-02,1.6643919820360653e-5,68647.29315117883,-5.510694386644506e6,0.0032455338070487656,4.923561505723364e-7,204.8397880050768,0.040541667491197586
1990-02-03,3.2794684956951374e-6,68960.82141163395,-6.645696353326727e6,0.0,4.923561505723364e-7,205.64762867351627,0.03462500125169754
1990-02-04,3.229543943723129e-6,68130.52043822361,-5.770918848976684e6,0.0,4.923561505723364e-7,206.80363423724475,0.056166667491197586
1990-02-05,3.6148705284618715e-6,68749.94950050312,-5.975173522399314e6,0.0002600090582347745,4.923561505723364e-7,205.57265657407382,0.04854166507720947
1990-02-06,2.5883007353133586e-6,68522.229387125,-6.243130650063963e6,0.0,4.923561505723364e-7,207.7543385398246,0.04104166850447655
1990-02-07,1.5978292965379588e-6,68336.94271809152,-6.136603684936254e6,0.0,4.923561505723364e-7,207.79800794456827,0.03762499988079071
1990-02-08,5.986032962293965e-6,68295.9381620268,-4.531487287865863e6,0.0010449855187656093,4.861645490812262e-7,205.11063147212522,0.03700000047683716
1990-02-09,1.1373864623532472e-5,68894.3861626803,-5.751290826963028e6,0.0019457664286436477,4.861645490812262e-7,206.8717679213769,0.04333333298563957
1990-02-10,7.832408971008272e-7,68784.02051036744,-6.34503977615723e6,0.0,4.861645490812262e-7,209.18510834653728,0.054499998688697815
1990-02-11,6.423192560936499e-7,68518.10068271786,-6.030181813995207e6,0.0,4.837498244997079e-7,211.96778798505096,0.045124996453523636
1990-02-12,2.7762030242510694e-7,68072.8636000503,-4.825485233677397e6,1.3255014173039186e-6,4.837498244997079e-7,211.06423381107777,0.03566666692495346
1990-02-13,1.0319906371404836e-7,67894.21042176323,-5.52224336865846e6,6.876863999714208e-7,4.837498244997079e-7,208.73899795673,0.06329166889190674
1990-02-14,3.695107140658709e-6,67860.60886647286,-5.458087298882156e6,0.0011007465321335717,4.837498244997079e-7,201.203623571161,0.055166665464639664
1990-02-15,4.965452491158196e-7,68607.92209965228,-7.754869398959593e6,6.348771816451607e-5,4.837498244997079e-7,200.89881513741915,0.050999999046325684
1990-02-16,7.464522479859842e-7,68721.35146421938,-7.481765175439472e6,0.0,4.837498244997079e-7,203.43466511735,0.050999999046325684
1990-02-17,1.5237241258596788e-6,68506.32755652595,-6.922727045761168e6,0.0,4.837498244997079e-7,207.0589544266199,0.04625000059604645
1990-02-18,9.143826858572345e-6,68355.8204916403,-5.158107069241061e6,0.0012915949300254163,4.837498244997079e-7,207.03162491312392,0.03629167005419731
1990-02-19,4.909485829930003e-5,68717.55987389396,-5.375188088492831e6,0.006875029937627017,4.837498244997079e-7,203.7468007527062,0.03162499889731407
1990-02-20,4.750973854710159e-6,68841.33728092517,-6.0964874824815905e6,9.247191156218767e-5,4.837498244997079e-7,206.097372704379,0.03099999763071537
1990-02-21,5.205979602673408e-6,68617.26872603425,-6.276492051547474e6,0.0,4.776572886324554e-7,208.7983832601607,0.03099999763071537
1990-02-22,4.916969437029104e-6,68793.9999153169,-6.830996257373844e6,0.0,4.776572886324554e-7,210.89461381134092,0.04208333417773247
1990-02-23,3.6519434165881925e-6,68874.65404903037,-6.866925046896844e6,0.0,4.715152199533114e-7,213.0069632919246,0.052125003188848495
1990-02-24,1.9431999974707413e-6,68762.89102471907,-6.971870696896277e6,0.0,4.715152199533114e-7,214.7770105804283,0.05637499690055847
1990-02-25,8.903177930340964e-7,68629.55994356699,-6.146508448803155e6,0.0,4.715152199533114e-7,214.1556003451813,0.043541666120290756
1990-02-26,5.558090828718456e-7,68514.92856932987,-6.239941620087678e6,1.3431591304260852e-5,4.715152199533114e-7,213.90023863035188,0.04633333161473274
1990-02-27,2.1428575997850825e-6,68657.23343789355,-6.565949006423888e6,0.00019931894507612912,4.715152199533114e-7,213.31391752031496,0.0416666679084301
1990-02-28,6.1886872163371e-7,68697.58740675515,-7.080614566746289e6,5.4133741902644155e-5,4.828085177228565e-7,213.3691488939339,0.04395833611488342
1990-03-01,5.404232951603031e-7,68606.3968749468,-6.566911365364289e6,4.7124880203611364e-5,4.828085177228565e-7,213.0446510015623,0.04737499728798866
1990-03-02,-2.7755575615628914e-17,68510.3067356734,-5.897250128262405e6,3.56117811383144e-6,4.828085177228565e-7,213.66564366725015,0.056708335876464844
1990-03-03,-2.7755575615628914e-17,68310.74785894978,-5.580507699507506e6,1.4878959549294627e-6,4.828085177228565e-7,213.3197254145039,0.0637499988079071
1990-03-04,-2.7755575615628914e-17,68022.92585844439,-6.445076950512034e6,4.884798215671285e-6,4.828085177228565e-7,213.06180137732957,0.04520833492279053
1990-03-05,1.118689194040033e-6,68141.04068877046,-6.913482664341666e6,0.0001556226587320343,4.828085177228565e-7,206.76304756569448,0.03525000065565109
1990-03-06,2.888569275043486e-7,68439.15027982088,-7.27124764673083e6,2.029165686511096e-5,4.828085177228565e-7,209.89080413806536,0.038750000298023224
1990-03-07,7.778297386482854e-8,68485.96300252226,-7.981869710616018e6,0.0,4.828085177228565e-7,211.10781287439644,0.05741666629910469
1990-03-08,2.7408975513527673e-8,68168.80512866803,-7.399437121336835e6,0.0,4.828085177228565e-7,212.9210982672829,0.1498750001192093
1990-03-09,-2.7755575615628914e-17,68144.99172392057,-6.213797529439727e6,9.79421577153525e-6,4.828085177228565e-7,211.92718480725728,0.12787500023841858
1990-03-10,1.7611025845195076e-6,68059.35676994643,-6.3204779624385405e6,0.000302795028027658,4.828085177228565e-7,208.7412191384565,0.08670833706855774
1990-03-11,1.8110045854300233e-5,68142.84532952134,-4.675175018688533e6,0.0023564602636942577,4.769904260699745e-7,206.0270139793439,0.070291668176651
1990-03-12,1.084053964951614e-5,68319.78620350592,-5.581550795132036e6,0.0013434390170016263,4.769904260699745e-7,205.78490403214758,0.06562499701976776
1990-03-13,4.196167863718164e-6,68502.25203108735,-6.552031961867164e6,0.000756673468845241,4.769904260699745e-7,205.28568320264557,0.06025000289082527
1990-03-14,8.62044023263042e-7,68521.02417278818,-7.900762652630164e6,5.464045325863774e-6,4.769904260699745e-7,207.56506284386762,0.06612500548362732
1990-03-15,1.154710053135026e-6,68394.1226100442,-7.7681647978779925e6,5.819829422409878e-6,4.769904260699745e-7,210.19100458532927,0.05691666901111603
1990-03-16,9.567747423535767e-7,68695.67379046202,-8.046524310400212e6,0.0,4.746166446755987e-7,211.1169014299293,0.05637499690055847
1990-03-17,7.095143164743153e-7,68340.85115599234,-7.528401035976017e6,0.0,4.746166446755987e-7,214.04845365695684,0.05224999785423279
1990-03-18,3.913438622311735e-7,68374.6180690244,-8.507932763864836e6,0.0,4.746166446755987e-7,215.76189221595934,0.057333335280418396
1990-03-19,1.4030193620204794e-7,68650.65619050873,-8.157520761506318e6,0.0,4.746166446755987e-7,216.96368819607375,0.04791666939854622
1990-03-20,2.738137332265025e-8,68507.24924587001,-7.346712860267798e6,0.0,4.746166446755987e-7,217.76486774463226,0.04104166850447655
1990-03-21,-2.7755575615628914e-17,68357.11575297292,-7.756957347461249e6,0.0,4.746166446755987e-7,217.4927087541816,0.04395833611488342
1990-03-22,-2.7755575615628914e-17,68327.68322086097,-8.850171530320207e6,0.0,4.687985530227168e-7,217.60075871474112,0.04975000023841858
1990-03-23,-2.7755575615628914e-17,68261.10910450974,-8.909824074080963e6,2.5378069217097943e-7,4.687985530227168e-7,217.72877243286837,0.06445833295583725
1990-03-24,-2.7755575615628914e-17,68183.427583427,-8.831366484830039e6,1.5901512195580986e-6,4.687985530227168e-7,217.38015884690927,0.04741666838526726
1990-03-25,-2.7755575615628914e-17,68351.86759328615,-8.402906805044409e6,0.0,4.687985530227168e-7,216.40971023435685,0.0404166653752327
1990-03-26,-2.7755575615628914e-17,68270.78673858497,-7.329114769286531e6,0.0,4.6298046136979734e-7,215.3575649936,0.08908333629369736
1990-03-27,-2.7755575615628914e-17,68054.89450731862,-7.467891093531121e6,1.4598765012597263e-6,4.6298046136979734e-7,214.1996823472451,0.070333331823349
1990-03-28,1.307626190599208e-6,67917.66472128211,-7.997566201762856e6,0.00031788482609517826,4.6298046136979734e-7,210.02813658649475,0.04458333179354668
1990-03-29,2.1362412005375746e-5,68004.32050360354,-5.902477185162375e6,0.003283290365232814,4.6298046136979734e-7,209.3008746327882,0.07562500238418579
1990-03-30,1.9453085655813393e-5,68107.62976491434,-6.792149822948034e6,0.00149056879043116,4.6298046136979734e-7,209.70743450594674,0.06441666930913925
1990-03-31,3.0797448761631523e-5,68171.96682963659,-5.831277900496492e6,0.002393792085000343,4.7081442903383954e-7,208.69729805170664,0.045541662722826004
1990-04-01,1.2089813722778941e-5,68391.61469055063,-6.17201226062573e6,0.0013155014962006669,4.7081442903383954e-7,209.30596742309243,0.0404166653752327
1990-04-02,4.057723471749654e-6,68606.97056650315,-6.718481054374093e6,0.000706201712874315,4.7081442903383954e-7,211.52368678675998,0.04633333161473274
1990-04-03,2.691726527648569e-8,68396.80691365477,-7.695610158191001e6,1.4546824983371811e-5,4.7081442903383954e-7,214.48103327750684,0.05275000259280205
1990-04-04,3.410732268874524e-6,68151.52005037683,-6.074541745259319e6,0.0007294612735263132,4.7081442903383954e-7,212.6902809403556,0.05637499690055847
1990-04-05,4.370256799828053e-6,68188.11453517085,-5.66768271691663e6,0.00048763900727546446,4.7081442903383954e-7,212.81681622629299,0.06333332508802414
1990-04-06,1.150957299629642e-6,68261.31502051186,-6.368117705051194e6,0.00011473748892669741,4.7081442903383954e-7,214.22276872853317,0.04679166153073311
1990-04-07,6.446033809558405e-7,68219.36703974394,-5.449641922403174e6,0.00018426093166518386,4.7081442903383954e-7,212.58615540105086,0.041999999433755875
1990-04-08,1.73133369781384e-6,68268.28799206659,-6.42001468969343e6,0.0002144559267373732,4.7081442903383954e-7,213.81799193138608,0.0404166653752327
1990-04-09,4.048443527471436e-8,68512.75967888153,-8.626844564535687e6,1.0065494761317466e-5,4.7081442903383954e-7,215.79477360770252,0.041583333164453506
1990-04-10,0.0,68601.89631271172,-9.080379058057776e6,0.0,4.7674465865120955e-7,217.61428321280127,0.041999999433755875
1990-04-11,0.0,68170.28395287597,-8.932412231638402e6,0.0,4.707180025359961e-7,218.33207287211468,0.04912500083446503
1990-04-12,0.0,68054.84296012935,-9.883879977334615e6,0.0,4.707180025359961e-7,219.921191631266,0.04387499764561653
1990-04-13,0.0,68276.47031652839,-9.843776620279891e6,0.0,4.707180025359961e-7,219.78090235622633,0.04437500238418579
1990-04-14,0.0,68310.2029884528,-9.234363275350735e6,0.0,4.707180025359961e-7,219.5901318749179,0.04104166850447655
1990-04-15,0.0,68001.09099071845,-9.448805676599983e6,0.0,4.707180025359961e-7,218.56414787654757,0.051083337515592575
1990-04-16,4.667106479390663e-8,67856.70938284196,-8.474169344381977e6,4.275728476907242e-5,4.707180025359961e-7,214.6335553821407,0.046875
1990-04-17,5.490905041683106e-7,68093.05729029218,-6.916551158822414e6,9.947776950834236e-5,4.701153369244711e-7,212.055378361336,0.04262499883770943
1990-04-18,2.6288291275363832e-6,68162.3805566257,-6.47349549360558e6,0.00044214817209941275,4.701153369244711e-7,212.98726216229812,0.04437500238418579
1990-04-19,9.355920430778486e-7,68294.43946811208,-7.534503290993059e6,0.00011220270449084608,4.701153369244711e-7,215.22322575140234,0.04104166850447655
1990-04-20,0.0,68255.78748003194,-8.283903633873157e6,2.490254083870062e-6,4.701153369244711e-7,216.445626185671,0.04633333161473274
1990-04-21,0.0,68123.67471556814,-8.398267773771632e6,0.0,4.6408868080922007e-7,216.40291857636112,0.036916669458150864
1990-04-22,0.0,67992.66563537861,-8.328570166606227e6,1.4600115404545326e-8,4.6408868080922007e-7,215.41475938822947,0.03400000184774399
1990-04-23,8.337297307311478e-7,67799.52510506754,-7.788464778675036e6,0.00013601266029336425,4.6408868080922007e-7,214.04130009295156,0.03400000184774399
1990-04-24,1.1429146812544616e-5,67690.38599212258,-6.606776963930087e6,0.0014915829176120482,4.6952472462517646e-7,211.47081662122744,0.03400000184774399
1990-04-25,4.687809980806583e-6,68051.06479892384,-7.185166724126902e6,0.0005681224354456549,4.6952472462517646e-7,214.94059885064505,0.03162499889731407
